Fundo,Modulo,Anio,Semana_de_cosecha,Velocidad,Etapa,Resultado,Temperatura_minima,Temperatura_maxima,Humedad_relativa,Radiacion_solar_maxima,Radiacion_solar
Inagro,11,2022,17,25,Recepcion(R=30),40,16.4,29.1,80.54,879,5624
Inagro,11,2022,17,25,Terminado(PT=125),142,16.4,29.1,80.54,879,5624
Inagro,11,2022,17,35,Campo(C=8),5,16.3,28.6,79.75,883,5677
Inagro,11,2022,17,35,Recepcion(R=30),35,16.3,28.6,79.75,883,5677
Inagro,11,2022,17,35,Terminado(PT=125),141,16.3,28.6,79.75,883,5677
Inagro,11,2022,25,40,Campo(C=8),4,14.4,26.5,76.71,853,4674
Inagro,11,2022,25,40,Recepcion(R=30),55,14.4,26.5,76.71,853,4674
Inagro,11,2022,25,40,Terminado(PT=125),173,14.4,26.5,76.71,853,4674
Inagro,11,2022,25,43,Campo(C=8),4,14.3,24.7,77,807,4865
Inagro,11,2022,25,43,Recepcion(R=30),28,14.3,24.7,77,807,4865
Inagro,11,2022,25,43,Terminado(PT=125),127,14.3,24.7,77,807,4865
Inagro,11,2022,25,46,Campo(C=8),4,13.6,26.2,80.17,781,4847
Inagro,11,2022,25,46,Recepcion(R=30),29,13.6,26.2,80.17,781,4847
Inagro,11,2022,25,46,Terminado(PT=125),247,13.6,26.2,80.17,781,4847
Inagro,11,2022,26,35,Campo(C=8),3,13.2,26.3,82.58,838,5087
Inagro,11,2022,26,35,Recepcion(R=30),35,13.2,26.3,82.58,838,5087
Inagro,11,2022,26,35,Terminado(PT=125),172,13.2,26.3,82.58,838,5087
Inagro,11,2022,26,42,Campo(C=8),4,14,26.2,81.54,853,5208
Inagro,11,2022,26,42,Recepcion(R=30),32,14,26.2,81.54,853,5208
Inagro,11,2022,26,42,Terminado(PT=125),165,14,26.2,81.54,853,5208
Inagro,11,2022,26,44,Campo(C=8),5,11.6,26.2,78.5,840,5914
Inagro,11,2022,26,44,Recepcion(R=30),48,11.6,26.2,78.5,840,5914
Inagro,11,2022,26,44,Terminado(PT=125),142,11.6,26.2,78.5,840,5914
Inagro,11,2022,26,47,Campo(C=8),3,15.1,25.8,76.71,843,4348
Inagro,11,2022,26,47,Recepcion(R=30),36,15.1,25.8,76.71,843,4348
Inagro,11,2022,26,47,Terminado(PT=125),197,15.1,25.8,76.71,843,4348
Inagro,12,2021,18,34,Campo(C=8),8,17.7,29.3,76.33,966,6119
Inagro,12,2021,18,34,Recepcion(R=30),23,17.7,29.3,76.33,966,6119
Inagro,12,2021,18,34,Terminado(PT=125),44,17.7,29.3,76.33,966,6119
Inagro,12,2021,18,42,Campo(C=8),13,18.4,28.3,76.67,930,3622
Inagro,12,2021,18,42,Recepcion(R=30),38,18.4,28.3,76.67,930,3622
Inagro,12,2021,18,42,Terminado(PT=125),108,18.4,28.3,76.67,930,3622
Inagro,12,2021,21,36,Campo(C=8),9,17.75,22.1,86.38,250,1579
Inagro,12,2021,21,36,Recepcion(R=30),25,17.75,22.1,86.38,250,1579
Inagro,12,2021,21,36,Terminado(PT=125),121,17.75,22.1,86.38,250,1579
Inagro,12,2021,21,40,Campo(C=8),7,17.4,24.15,87.05,557,2517
Inagro,12,2021,21,40,Recepcion(R=30),21,17.4,24.15,87.05,557,2517
Inagro,12,2021,21,40,Terminado(PT=125),113,17.4,24.15,87.05,557,2517
Inagro,12,2021,22,35,Campo(C=8),8,17.2,25.9,84.25,788,3455
Inagro,12,2021,22,35,Recepcion(R=30),29,17.2,25.9,84.25,788,3455
Inagro,12,2021,22,35,Terminado(PT=125),61,17.2,25.9,84.25,788,3455
Inagro,12,2021,22,40,Campo(C=8),11,17.23,22.53,85.14,316,1974
Inagro,12,2021,22,40,Recepcion(R=30),24,17.23,22.53,85.14,316,1974
Inagro,12,2021,22,40,Terminado(PT=125),61,17.23,22.53,85.14,316,1974
Inagro,12,2021,23,40,Campo(C=8),11,17.4,22.8,86.46,353,2176
Inagro,12,2021,23,40,Recepcion(R=30),20,17.4,22.8,86.46,353,2176
Inagro,12,2021,23,40,Terminado(PT=125),39,17.4,22.8,86.46,353,2176
Inagro,12,2021,25,37,Recepcion(R=30),14,17.6,27.8,79.08,765,3956
Inagro,12,2021,25,37,Terminado(PT=125),120,17.6,27.8,79.08,765,3956
Inagro,12,2021,30,35,Campo(C=8),4,14.3,23.8,84.38,636,3425
Inagro,12,2021,30,35,Recepcion(R=30),52,14.3,23.8,84.38,636,3425
Inagro,12,2021,30,35,Terminado(PT=125),131,14.3,23.8,84.38,636,3425
Inagro,12,2021,30,36,Campo(C=8),9,15.8,25.3,81.13,818,3905
Inagro,12,2021,30,36,Recepcion(R=30),34,15.8,25.3,81.13,818,3905
Inagro,12,2021,30,36,Terminado(PT=125),102,15.8,25.3,81.13,818,3905
Inagro,12,2021,31,27,Campo(C=8),10,11.7,22.9,82.79,615,3639
Inagro,12,2021,31,27,Recepcion(R=30),105,11.7,22.9,82.79,615,3639
Inagro,12,2021,31,27,Terminado(PT=125),95,11.7,22.9,82.79,615,3639
Inagro,12,2021,31,33,Campo(C=8),6,12.8,26.1,81.17,1035,5650
Inagro,12,2021,31,33,Recepcion(R=30),27,12.8,26.1,81.17,1035,5650
Inagro,12,2021,31,33,Terminado(PT=125),81,12.8,26.1,81.17,1035,5650
Inagro,12,2021,31,39,Campo(C=8),7,11.7,26.7,79.79,941,6527
Inagro,12,2021,31,39,Recepcion(R=30),107,11.7,26.7,79.79,941,6527
Inagro,12,2021,32,32,Campo(C=8),12,13.9,27.6,77.21,924,5331
Inagro,12,2021,32,32,Recepcion(R=30),18,13.9,27.6,77.21,924,5331
Inagro,12,2021,32,32,Terminado(PT=125),70,13.9,27.6,77.21,924,5331
Inagro,12,2021,32,37,Campo(C=8),10,13.45,25.2,78.76,715,3814
Inagro,12,2021,32,37,Recepcion(R=30),35,13.45,25.2,78.76,715,3814
Inagro,12,2021,32,37,Terminado(PT=125),150,13.45,25.2,78.76,715,3814
Inagro,12,2021,32,46,Campo(C=8),10,15.4,26.8,75.38,960,5040
Inagro,12,2021,32,46,Recepcion(R=30),38,15.4,26.8,75.38,960,5040
Inagro,12,2021,32,46,Terminado(PT=125),99,15.4,26.8,75.38,960,5040
Inagro,12,2022,17,20,Campo(C=8),4,15.8,29.4,78.17,935,5059
Inagro,12,2022,17,20,Recepcion(R=30),26,15.8,29.4,78.17,935,5059
Inagro,12,2022,17,20,Terminado(PT=125),125,15.8,29.4,78.17,935,5059
Inagro,12,2022,17,23,Campo(C=8),3,16.4,29.1,80.54,879,5624
Inagro,12,2022,17,23,Terminado(PT=125),109,16.4,29.1,80.54,879,5624
Inagro,12,2022,21,28,Campo(C=8),4,14.5,27.33,77.5,728,4411
Inagro,12,2022,21,28,Recepcion(R=30),13,14.5,27.33,77.5,728,4411
Inagro,12,2022,21,28,Terminado(PT=125),44,14.5,27.33,77.5,728,4411
Inagro,12,2022,21,29,Campo(C=8),5,13.44,26.38,79.33,839,5594
Inagro,12,2022,21,29,Recepcion(R=30),28,13.44,26.38,79.33,839,5594
Inagro,12,2022,21,29,Terminado(PT=125),127,13.44,26.38,79.33,839,5594
Inagro,12,2022,22,41,Campo(C=8),5,16.27,28.38,76.63,782,4219
Inagro,12,2022,22,41,Recepcion(R=30),19,16.27,28.38,76.63,782,4219
Inagro,12,2022,22,41,Terminado(PT=125),73,16.27,28.38,76.63,782,4219
Inagro,12,2022,22,49,Campo(C=8),4,15.72,28.44,76.33,766,4174
Inagro,12,2022,22,49,Recepcion(R=30),26,15.72,28.44,76.33,766,4174
Inagro,12,2022,22,49,Terminado(PT=125),181,15.72,28.44,76.33,766,4174
Inagro,12,2022,23,43,Campo(C=8),4,15.47,25.53,80.67,735,3773
Inagro,12,2022,23,43,Recepcion(R=30),14,15.47,25.53,80.67,735,3773
Inagro,12,2022,23,43,Terminado(PT=125),99,15.47,25.53,80.67,735,3773
Inagro,12,2022,23,44,Campo(C=8),5,14.22,23.44,80.42,405,3033
Inagro,12,2022,23,44,Recepcion(R=30),17,14.22,23.44,80.42,405,3033
Inagro,12,2022,23,44,Terminado(PT=125),120,14.22,23.44,80.42,405,3033
Inagro,12,2022,23,47,Campo(C=8),6,15.94,26.72,80.88,817,4860
Inagro,12,2022,23,47,Recepcion(R=30),15,15.94,26.72,80.88,817,4860
Inagro,12,2022,23,47,Terminado(PT=125),91,15.94,26.72,80.88,817,4860
Inagro,12,2022,23,49,Campo(C=8),5,15.61,26.94,79.21,812,5005
Inagro,12,2022,23,49,Recepcion(R=30),9,15.61,26.94,79.21,812,5005
Inagro,12,2022,23,49,Terminado(PT=125),100,15.61,26.94,79.21,812,5005
Inagro,12,2022,24,30,Campo(C=8),7,11.9,26.4,76.71,824,5802
Inagro,12,2022,24,30,Recepcion(R=30),17,11.9,26.4,76.71,824,5802
Inagro,12,2022,24,30,Terminado(PT=125),132,11.9,26.4,76.71,824,5802
Inagro,12,2022,27,33,Campo(C=8),3,13.3,27.6,80.21,883,5569
Inagro,12,2022,27,33,Recepcion(R=30),26,13.3,27.6,80.21,883,5569
Inagro,12,2022,27,33,Terminado(PT=125),76,13.3,27.6,80.21,883,5569
Inagro,12,2022,27,34,Campo(C=8),14,15.7,23.7,80.5,782,3584
Inagro,12,2022,27,34,Recepcion(R=30),41,15.7,23.7,80.5,782,3584
Inagro,12,2022,27,34,Terminado(PT=125),119,15.7,23.7,80.5,782,3584
Inagro,12,2022,27,35,Campo(C=8),4,15.2,23.9,83.29,837,3865
Inagro,12,2022,27,35,Recepcion(R=30),26,15.2,23.9,83.29,837,3865
Inagro,12,2022,27,35,Terminado(PT=125),171,15.2,23.9,83.29,837,3865
Inagro,12,2022,27,40,Campo(C=8),3,12.6,27.8,77.25,832,5791
Inagro,12,2022,27,40,Recepcion(R=30),69,12.6,27.8,77.25,832,5791
Inagro,12,2022,27,40,Terminado(PT=125),70,12.6,27.8,77.25,832,5791
Inagro,12,2022,27,41,Campo(C=8),3,13.1,25.6,80.42,842,5537
Inagro,12,2022,27,41,Recepcion(R=30),22,13.1,25.6,80.42,842,5537
Inagro,12,2022,27,41,Terminado(PT=125),178,13.1,25.6,80.42,842,5537
Inagro,12,2022,27,42,Campo(C=8),5,15.6,24.2,80.79,624,3338
Inagro,12,2022,27,42,Recepcion(R=30),57,15.6,24.2,80.79,624,3338
Inagro,12,2022,27,42,Terminado(PT=125),170,15.6,24.2,80.79,624,3338
Inagro,12,2022,28,31,Campo(C=8),5,12.9,27.2,80.83,845,5530
Inagro,12,2022,28,31,Recepcion(R=30),52,12.9,27.2,80.83,845,5530
Inagro,12,2022,28,31,Terminado(PT=125),73,12.9,27.2,80.83,845,5530
Inagro,13,2021,17,33,Campo(C=8),10,17.2,29,76.38,903,4448
Inagro,13,2021,17,33,Recepcion(R=30),17,17.2,29,76.38,903,4448
Inagro,13,2021,17,33,Terminado(PT=125),95,17.2,29,76.38,903,4448
Inagro,13,2021,17,34,Campo(C=8),9,16.3,31.3,76.63,968,6408
Inagro,13,2021,17,34,Recepcion(R=30),15,16.3,31.3,76.63,968,6408
Inagro,13,2021,17,34,Terminado(PT=125),85,16.3,31.3,76.63,968,6408
Inagro,13,2021,17,37,Campo(C=8),10,16.4,31.6,74.58,912,6586
Inagro,13,2021,17,37,Recepcion(R=30),35,16.4,31.6,74.58,912,6586
Inagro,13,2021,17,37,Terminado(PT=125),88,16.4,31.6,74.58,912,6586
Inagro,13,2021,18,35,Campo(C=8),12,18.11,29.59,72.62,951,4969
Inagro,13,2021,18,35,Recepcion(R=30),31,17.95,29.7,72.78,946,5111
Inagro,13,2021,18,35,Terminado(PT=125),106,17.95,29.7,72.78,946,5111
Inagro,13,2021,21,37,Recepcion(R=30),8,17.6,25.6,86.21,759,3023
Inagro,13,2021,21,37,Terminado(PT=125),90,17.6,25.6,86.21,759,3023
Inagro,13,2021,23,36,Campo(C=8),9,16.7,27.5,83.46,921,4432
Inagro,13,2021,23,36,Recepcion(R=30),11,16.7,27.5,83.46,921,4432
Inagro,13,2021,23,36,Terminado(PT=125),122,16.7,27.5,83.46,921,4432
Inagro,13,2021,23,40,Campo(C=8),7,16.1,22.7,85.71,278,2009
Inagro,13,2021,23,40,Recepcion(R=30),11,16.1,22.7,85.71,278,2009
Inagro,13,2021,23,40,Terminado(PT=125),96,16.1,22.7,85.71,278,2009
Inagro,13,2021,24,38,Campo(C=8),6,17,28.4,77.38,899,5633
Inagro,13,2021,24,38,Recepcion(R=30),20,17,28.4,77.38,899,5633
Inagro,13,2021,24,38,Terminado(PT=125),140,17,28.4,77.38,899,5633
Inagro,13,2021,24,40,Campo(C=8),10,16.28,26.26,80.32,660,3827
Inagro,13,2021,24,40,Recepcion(R=30),22,16.28,26.26,80.32,660,3827
Inagro,13,2021,24,40,Terminado(PT=125),134,16.28,26.26,80.32,660,3827
Inagro,13,2021,25,35,Campo(C=8),8,16.27,26.87,80.06,818,4681
Inagro,13,2021,25,35,Recepcion(R=30),21,16.27,26.87,80.06,818,4681
Inagro,13,2021,25,35,Terminado(PT=125),120,16.27,26.87,80.06,818,4681
Inagro,13,2022,19,26,Campo(C=8),6,15.8,27.4,79.96,885,5340
Inagro,13,2022,19,26,Recepcion(R=30),21,15.8,27.4,79.96,885,5340
Inagro,13,2022,19,26,Terminado(PT=125),176,15.8,27.4,79.96,885,5340
Inagro,13,2022,19,31,Campo(C=8),4,16,27.7,80.08,921,6006
Inagro,13,2022,19,31,Recepcion(R=30),16,16,27.7,80.08,921,6006
Inagro,13,2022,19,31,Terminado(PT=125),191,16,27.7,80.08,921,6006
Inagro,13,2022,19,32,Campo(C=8),5,16.1,27.6,78.92,599,3797
Inagro,13,2022,19,32,Recepcion(R=30),25,16.1,27.6,78.92,599,3797
Inagro,13,2022,19,32,Terminado(PT=125),224,16.1,27.6,78.92,599,3797
Inagro,13,2022,20,27,Campo(C=8),4,14.9,28.8,77.46,880,5588
Inagro,13,2022,20,27,Recepcion(R=30),23,14.9,28.82,77.45,880,5585
Inagro,13,2022,20,27,Terminado(PT=125),194,14.9,28.8,77.46,880,5588
Inagro,13,2022,20,31,Campo(C=8),5,17,29,73.46,854,5905
Inagro,13,2022,20,31,Recepcion(R=30),32,17,29,73.46,854,5905
Inagro,13,2022,20,31,Terminado(PT=125),201,17,29,73.46,854,5905
Inagro,13,2022,20,36,Campo(C=8),5,15.7,27.6,75.63,684,4842
Inagro,13,2022,20,36,Recepcion(R=30),32,15.7,27.6,75.63,684,4842
Inagro,13,2022,20,36,Terminado(PT=125),242,15.7,27.6,75.63,684,4842
Inagro,13,2022,20,39,Campo(C=8),4,14.9,27.4,80.38,866,3363
Inagro,13,2022,20,39,Recepcion(R=30),25,14.9,27.4,80.38,866,3363
Inagro,13,2022,20,39,Terminado(PT=125),193,14.9,27.4,80.38,866,3363
Inagro,13,2022,25,43,Campo(C=8),5,14.9,25.8,81,817,4431
Inagro,13,2022,25,43,Recepcion(R=30),69,14.9,25.8,81,817,4431
Inagro,13,2022,25,43,Terminado(PT=125),150,14.9,25.8,81,817,4431
Inagro,13,2022,26,31,Campo(C=8),4,11.6,26.2,78.5,840,5914
Inagro,13,2022,26,31,Recepcion(R=30),38,11.6,26.2,78.5,840,5914
Inagro,13,2022,26,31,Terminado(PT=125),136,11.6,26.2,78.5,840,5914
Inagro,13,2022,26,32,Campo(C=8),4,14,26.2,81.54,853,5208
Inagro,13,2022,26,32,Recepcion(R=30),43,14,26.2,81.54,853,5208
Inagro,13,2022,26,32,Terminado(PT=125),186,14,26.2,81.54,853,5208
Inagro,13,2022,27,32,Campo(C=8),3,13.3,27.6,80.21,883,5569
Inagro,13,2022,27,32,Recepcion(R=30),19,13.3,27.6,80.21,883,5569
Inagro,13,2022,27,32,Terminado(PT=125),66,13.3,27.6,80.21,883,5569
Inagro,13,2022,27,38,Campo(C=8),4,15.4,24.05,82.04,731,3602
Inagro,13,2022,27,38,Recepcion(R=30),53,15.4,24.05,82.04,731,3602
Inagro,13,2022,27,38,Terminado(PT=125),150,15.4,24.05,82.04,731,3602
Inagro,13,2022,27,42,Campo(C=8),3,13.1,25.6,80.42,842,5537
Inagro,13,2022,27,42,Recepcion(R=30),35,13.1,25.6,80.42,842,5537
Inagro,13,2022,27,42,Terminado(PT=125),135,13.1,25.6,80.42,842,5537
Inagro,13,2022,27,44,Campo(C=8),3,12.6,27.8,77.25,832,5791
Inagro,13,2022,27,44,Recepcion(R=30),64,12.6,27.8,77.25,832,5791
Inagro,13,2022,27,44,Terminado(PT=125),134,12.6,27.8,77.25,832,5791
Inagro,14,2021,18,35,Campo(C=8),11,18.1,29.23,74.07,941,4614
Inagro,14,2021,18,35,Recepcion(R=30),24,18.1,29.23,74.07,941,4614
Inagro,14,2021,18,35,Terminado(PT=125),120,18.1,29.23,74.07,941,4614
Inagro,14,2021,18,37,Campo(C=8),10,17.2,28.7,78.75,904,6321
Inagro,14,2021,18,37,Recepcion(R=30),52,17.2,28.7,78.75,904,6321
Inagro,14,2021,18,37,Terminado(PT=125),126,17.2,28.7,78.75,904,6321
Inagro,14,2021,22,35,Campo(C=8),9,17.2,26.8,82.17,862,4547
Inagro,14,2021,22,35,Recepcion(R=30),13,17.2,26.8,82.17,862,4547
Inagro,14,2021,22,35,Terminado(PT=125),70,17.2,26.8,82.17,862,4547
Inagro,14,2021,23,40,Recepcion(R=30),17,17.4,21.6,89.71,244,1328
Inagro,14,2021,23,40,Terminado(PT=125),31,17.4,21.6,89.71,244,1328
Inagro,14,2021,26,38,Campo(C=8),9,14.9,20.8,84.08,285,1698
Inagro,14,2021,26,38,Recepcion(R=30),19,14.9,20.8,84.08,285,1698
Inagro,14,2021,26,38,Terminado(PT=125),117,14.9,20.8,84.08,285,1698
Inagro,14,2021,26,40,Campo(C=8),10,15.4,25,81.3,678,3643
Inagro,14,2021,26,40,Recepcion(R=30),13,15.4,25,81.3,678,3643
Inagro,14,2021,26,40,Terminado(PT=125),61,15.4,25,81.3,678,3643
Inagro,14,2021,27,33,Campo(C=8),7,12.3,26.8,81.58,862,5868
Inagro,14,2021,27,33,Recepcion(R=30),18,12.3,26.8,81.58,862,5868
Inagro,14,2021,27,33,Terminado(PT=125),102,12.3,26.8,81.58,862,5868
Inagro,14,2021,27,35,Campo(C=8),8,14,26,80.19,741,4460
Inagro,14,2021,27,35,Recepcion(R=30),21,14,26,80.19,741,4460
Inagro,14,2021,27,35,Terminado(PT=125),86,14,26,80.19,741,4460
Inagro,14,2021,27,36,Campo(C=8),9,15.8,22.4,82.5,397,1987
Inagro,14,2021,27,36,Recepcion(R=30),18,15.8,22.4,82.5,397,1987
Inagro,14,2021,27,36,Terminado(PT=125),46,15.8,22.4,82.5,397,1987
Inagro,14,2022,19,25,Campo(C=8),6,15.3,26.7,78.92,814,3878
Inagro,14,2022,19,25,Recepcion(R=30),38,15.3,26.7,78.92,814,3878
Inagro,14,2022,19,25,Terminado(PT=125),179,15.3,26.7,78.92,814,3878
Inagro,14,2022,19,30,Campo(C=8),5,15.3,26.9,82.71,861,4705
Inagro,14,2022,19,30,Recepcion(R=30),48,15.3,26.9,82.71,861,4705
Inagro,14,2022,19,30,Terminado(PT=125),165,15.3,26.9,82.71,861,4705
Inagro,14,2022,23,36,Campo(C=8),6,15.94,26.72,80.88,817,4860
Inagro,14,2022,23,36,Recepcion(R=30),9,15.94,26.72,80.88,817,4860
Inagro,14,2022,23,36,Terminado(PT=125),101,15.94,26.72,80.88,817,4860
Inagro,14,2022,23,41,Campo(C=8),6,15.33,24.94,80.5,768,4447
Inagro,14,2022,23,41,Recepcion(R=30),24,15.33,24.94,80.5,768,4447
Inagro,14,2022,23,41,Terminado(PT=125),78,15.33,24.94,80.5,768,4447
Inagro,14,2022,24,30,Campo(C=8),5,11.9,26.4,76.71,824,5802
Inagro,14,2022,24,30,Recepcion(R=30),30,11.9,26.4,76.71,824,5802
Inagro,14,2022,24,30,Terminado(PT=125),147,11.9,26.4,76.71,824,5802
Inagro,14,2022,24,43,Campo(C=8),6,11.6,25.7,76.96,819,5750
Inagro,14,2022,24,43,Recepcion(R=30),21,11.6,25.7,76.96,819,5750
Inagro,14,2022,24,43,Terminado(PT=125),92,11.6,25.7,76.96,819,5750
Inagro,14,2022,24,50,Campo(C=8),5,14.6,23.8,80.75,684,3375
Inagro,14,2022,24,50,Recepcion(R=30),20,14.6,23.8,80.75,684,3375
Inagro,14,2022,24,50,Terminado(PT=125),122,14.6,23.8,80.75,684,3375
Inagro,14,2022,28,30,Campo(C=8),5,14.5,22.3,80.67,857,3775
Inagro,14,2022,28,30,Recepcion(R=30),46,14.5,22.3,80.67,857,3775
Inagro,14,2022,28,30,Terminado(PT=125),74,14.5,22.3,80.67,857,3775
Inagro,14,2022,28,36,Campo(C=8),4,14.5,22.8,83.29,772,3509
Inagro,14,2022,28,36,Recepcion(R=30),98,14.5,22.8,83.29,772,3509
Inagro,14,2022,28,36,Terminado(PT=125),116,14.5,22.8,83.29,772,3509
Inagro,14,2022,29,26,Campo(C=8),5,14,28.2,79.5,904,5603
Inagro,14,2022,29,26,Recepcion(R=30),29,14,28.2,79.5,904,5603
Inagro,14,2022,29,26,Terminado(PT=125),111,14,28.2,79.5,904,5603
Inagro,14,2022,29,28,Campo(C=8),4,14.6,24,80.92,868,3978
Inagro,14,2022,29,28,Recepcion(R=30),22,14.6,24,80.92,868,3978
Inagro,14,2022,29,28,Terminado(PT=125),145,14.6,24,80.92,868,3978
Inagro,14,2022,29,29,Campo(C=8),7,14.3,25.7,79.83,852,5586
Inagro,14,2022,29,29,Recepcion(R=30),28,14.3,25.7,79.83,852,5586
Inagro,14,2022,29,29,Terminado(PT=125),139,14.3,25.7,79.83,852,5586
Inagro,14,2022,29,30,Campo(C=8),4,14.9,26.9,79.75,916,5501
Inagro,14,2022,29,30,Recepcion(R=30),64,14.9,26.9,79.75,916,5501
Inagro,14,2022,29,30,Terminado(PT=125),140,14.9,26.9,79.75,916,5501
Inagro,14,2022,29,33,Campo(C=8),5,13.7,23.8,79.75,895,4509
Inagro,14,2022,29,33,Recepcion(R=30),23,13.7,23.8,79.75,895,4509
Inagro,14,2022,29,33,Terminado(PT=125),64,13.7,23.8,79.75,895,4509
Inagro,15,2021,17,25,Campo(C=8),10,16.8,28.2,78.17,830,5388
Inagro,15,2021,17,25,Recepcion(R=30),30,16.8,28.2,78.17,830,5388
Inagro,15,2021,17,25,Terminado(PT=125),112,16.8,28.2,78.17,830,5388
Inagro,15,2021,17,31,Campo(C=8),12,16.3,31.3,76.63,968,6408
Inagro,15,2021,17,31,Recepcion(R=30),13,16.3,31.3,76.63,968,6408
Inagro,15,2021,17,31,Terminado(PT=125),108,16.3,31.3,76.63,968,6408
Inagro,15,2021,24,38,Campo(C=8),7,17,28.4,77.38,899,5633
Inagro,15,2021,24,38,Recepcion(R=30),22,17,28.4,77.38,899,5633
Inagro,15,2021,24,38,Terminado(PT=125),113,17,28.4,77.38,899,5633
Inagro,15,2021,24,40,Campo(C=8),10,16.3,24.35,80.2,455,2350
Inagro,15,2021,24,40,Recepcion(R=30),19,16.3,24.35,80.2,455,2350
Inagro,15,2021,24,40,Terminado(PT=125),125,16.3,24.35,80.2,455,2350
Inagro,15,2021,25,35,Campo(C=8),9,15.72,26.5,80.5,831,4627
Inagro,15,2021,25,35,Recepcion(R=30),20,15.72,26.5,80.5,831,4627
Inagro,15,2021,25,35,Terminado(PT=125),100,15.72,26.5,80.5,831,4627
Inagro,15,2021,25,38,Campo(C=8),12,16.3,23.85,81.34,538,2957
Inagro,15,2021,25,38,Recepcion(R=30),16,16.3,23.85,81.34,538,2957
Inagro,15,2021,25,38,Terminado(PT=125),80,16.3,23.85,81.34,538,2957
Inagro,15,2021,26,36,Campo(C=8),12,16.9,25.7,77.92,482,3575
Inagro,15,2021,26,36,Recepcion(R=30),43,16.9,25.7,77.92,482,3575
Inagro,15,2021,26,36,Terminado(PT=125),67,16.9,25.7,77.92,482,3575
Inagro,15,2021,26,38,Campo(C=8),9,16.7,25.85,80.69,759,4326
Inagro,15,2021,26,38,Recepcion(R=30),21,16.7,25.85,80.69,759,4326
Inagro,15,2021,26,38,Terminado(PT=125),62,16.7,25.85,80.69,759,4326
Inagro,15,2022,20,27,Campo(C=8),3,15.1,26.4,78.88,850,5900
Inagro,15,2022,20,27,Recepcion(R=30),15,15.1,26.4,78.88,850,5900
Inagro,15,2022,20,27,Terminado(PT=125),211,15.1,26.4,78.88,850,5900
Inagro,15,2022,20,28,Campo(C=8),3,13.9,28.4,79.08,884,5693
Inagro,15,2022,20,28,Recepcion(R=30),14,13.9,28.4,79.08,884,5693
Inagro,15,2022,20,28,Terminado(PT=125),171,13.9,28.4,79.08,884,5693
Inagro,15,2022,21,26,Campo(C=8),4,14.91,25.55,78.83,657,4353
Inagro,15,2022,21,26,Recepcion(R=30),10,14.91,25.55,78.83,657,4353
Inagro,15,2022,21,26,Terminado(PT=125),113,14.91,25.55,78.83,657,4353
Inagro,15,2022,21,30,Campo(C=8),4,13.44,26.38,79.33,839,5594
Inagro,15,2022,21,30,Recepcion(R=30),11,13.44,26.38,79.33,839,5594
Inagro,15,2022,21,30,Terminado(PT=125),148,13.44,26.38,79.33,839,5594
Inagro,15,2022,21,36,Campo(C=8),4,13.64,26.14,78.88,745,4603
Inagro,15,2022,21,36,Recepcion(R=30),20,13.64,26.14,78.88,745,4603
Inagro,15,2022,21,36,Terminado(PT=125),169,13.64,26.14,78.88,745,4603
Inagro,15,2022,25,46,Campo(C=8),5,13.6,26.2,80.17,781,4847
Inagro,15,2022,25,46,Recepcion(R=30),28,13.6,26.2,80.17,781,4847
Inagro,15,2022,25,46,Terminado(PT=125),177,13.6,26.2,80.17,781,4847
Inagro,15,2022,27,38,Campo(C=8),4,15.4,24.05,82.04,731,3602
Inagro,15,2022,27,38,Recepcion(R=30),53,15.4,24.05,82.04,731,3602
Inagro,15,2022,27,38,Terminado(PT=125),151,15.4,24.05,82.04,731,3602
Inagro,15,2022,27,40,Recepcion(R=30),68,12.6,27.8,77.25,832,5791
Inagro,15,2022,27,40,Terminado(PT=125),68,12.6,27.8,77.25,832,5791
Inagro,15,2022,27,45,Campo(C=8),3,13.3,27.6,80.21,883,5569
Inagro,15,2022,27,45,Recepcion(R=30),27,13.3,27.6,80.21,883,5569
Inagro,15,2022,27,45,Terminado(PT=125),177,13.3,27.6,80.21,883,5569
Inagro,15,2022,27,50,Campo(C=8),3,13.1,25.6,80.42,842,5537
Inagro,15,2022,27,50,Recepcion(R=30),54,13.1,25.6,80.42,842,5537
Inagro,15,2022,27,50,Terminado(PT=125),125,13.1,25.6,80.42,842,5537
Inagro,15,2022,28,32,Campo(C=8),5,14.5,24.8,80.46,827,5599
Inagro,15,2022,28,32,Recepcion(R=30),24,14.5,24.8,80.46,827,5599
Inagro,15,2022,28,32,Terminado(PT=125),147,14.5,24.8,80.46,827,5599
Inagro,15,2022,28,35,Campo(C=8),4,12.9,27.2,80.83,845,5530
Inagro,15,2022,28,35,Recepcion(R=30),29,12.9,27.2,80.83,845,5530
Inagro,15,2022,28,35,Terminado(PT=125),96,12.9,27.2,80.83,845,5530
Inagro,15,2022,28,40,Campo(C=8),4,13.4,26.8,80.21,928,5299
Inagro,15,2022,28,40,Recepcion(R=30),27,13.4,26.8,80.21,928,5299
Inagro,15,2022,28,40,Terminado(PT=125),126,13.4,26.8,80.21,928,5299
Inagro,16,2021,19,35,Campo(C=8),10,16,28.83,78.76,877,5912
Inagro,16,2021,19,35,Recepcion(R=30),18,16,28.83,78.76,877,5912
Inagro,16,2021,19,35,Terminado(PT=125),117,16,28.83,78.76,877,5912
Inagro,16,2021,19,40,Campo(C=8),9,16.8,28.95,80.88,798,4771
